"name.list","removal.spring.early","removal.spring.late","removal.fall.early","removal.fall.late"
"1001002",5,7,9,11
"1001003",5,7,9,11
"1001005",5,7,9,10
"1001007",5,7,9,10
"1001009",5,7,9,11
"1001010",5,7,9,10
"1001016",5,7,9,11
"1002010",5,7,9,11
"1002013",5,7,9,10
"1002015",5,7,9,10
"1002020",5,7,9,10
"1003017",5,7,9,10
"1004001",5,7,9,10
"1004004",5,7,9,10
"1004005",5,7,9,10
"1004012",4,7,9,11
"1004013",4,7,9,11
"1004014",4,7,9,11
"1004015",4,7,9,11
"1004018",4,7,9,11
"1004019",4,7,9,11
"1004020",4,7,9,11
"1004021",4,7,9,11
"1004022",4,7,9,11
"1004023",5,7,9,10
"1004025",5,7,9,11
"1004026",5,7,9,11
"1004027",5,7,9,10
"1004030",5,7,9,11
"1005001",5,7,9,11
"1005002",4,7,9,11
"1005003",5,7,9,11
"1005004",4,7,9,11
"1005005",5,7,9,11
"1005006",5,7,9,11
"1005007",5,7,9,11
"1005008",5,7,9,11
"1005009",5,7,9,11
"1005010",5,7,9,11
"1005011",5,7,9,11
"1005012",5,7,9,11
"1005013",5,7,9,11
"1005014",5,7,9,11
"1005015",5,7,9,11
"1005016",5,7,9,11
"1005017",5,7,9,11
"1005018",5,7,9,11
"1006002",4,7,9,11
"1006004",5,7,9,11
"1006006",5,7,9,11
"1006007",5,7,9,11
"1006009",5,7,9,11
"1006011",5,7,9,11
"1006014",5,7,9,11
"1006018",5,7,9,11
"1006020",5,7,9,11
"1006022",5,7,9,11
"1006023",5,7,9,11
"1006024",5,7,9,11
"1006025",5,7,9,11
"1006026",5,7,9,11
"1006027",5,7,9,11
"1006029",5,7,9,11
"1007001",4,7,9,11
"1007002",4,7,9,11
"1007003",4,7,9,11
"1007004",4,7,9,11
"1007005",4,7,9,11
"1007006",4,7,9,11
"1007007",4,7,9,11
"1007008",4,7,9,11
"1007009",4,7,9,11
"1007010",4,7,9,11
"1007011",4,7,9,11
"1007012",4,7,9,11
"1007013",4,7,9,11
"1007014",5,7,9,11
"1007015",4,7,9,11
"1007016",5,7,9,11
"1007018",5,7,9,11
"1007019",5,7,9,11
"1007020",5,7,9,11
"1007021",5,7,9,11
"1007022",4,7,9,11
"1008003",4,7,9,11
"1008004",5,7,9,11
"1008005",4,7,9,11
"1008006",4,7,9,11
"1008008",5,7,9,11
"1008009",5,7,9,11
"1008011",4,7,9,11
"1008014",4,7,9,11
"1008016",5,7,9,11
"1008019",5,7,9,11
"1008020",4,7,9,11
"1008022",4,7,9,11
"1009007",5,7,9,11
"1009011",5,7,9,11
"1009013",5,7,9,11
"1009014",5,7,9,11
"1009018",5,7,9,11
"1010002",5,7,9,11
"1010003",4,7,9,11
"1010004",5,7,9,11
"1010005",5,7,9,11
"1011001",4,7,9,11
"1011002",5,7,9,11
"1011003",4,7,9,11
"1011004",4,7,9,11
"1012002",5,7,9,10
"1012005",5,7,9,11
"1012008",4,7,9,11
"1012013",5,7,9,11
"1012014",5,7,9,11
"1012020",5,7,9,11
"1013004",5,7,9,10
"1013008",5,7,9,10
"1013009",5,7,8,10
"1013010",5,7,9,10
"1015001",5,7,9,10
"1015002",5,7,9,10
"1015003",5,7,9,10
"1015004",5,7,9,10
"1015005",5,7,9,10
"1015006",5,7,9,10
"1015007",5,7,9,10
"1015008",5,7,9,10
"1015011",5,7,9,10
"1015012",5,7,9,10
"1015014",5,7,9,10
"1015015",5,7,9,10
"1015016",5,7,9,10
"1015017",5,7,9,10
"1015018",5,7,9,10
"1016002",5,7,9,10
"1016003",5,7,9,10
"1017007",5,7,9,10
"1017012",5,7,9,10
"1018001",5,7,9,10
"1018002",5,7,9,11
"1018004",5,7,9,10
"1018005",5,7,9,10
"1018006",5,7,9,10
"1018007",5,7,9,10
"1018008",5,7,9,10
"244003",5,7,9,10
"244007",5,7,9,10
"244014",4,7,9,10
"244025",4,7,9,10
"244028",4,7,9,10
"244061",5,7,9,10
"244070",5,7,9,10
"252025",5,7,9,10
"371010",4,6,9,11
"374005",4,6,9,11
"375001",4,6,9,11
"375002",4,6,9,11
"375003",4,6,9,11
"375004",4,6,9,11
"375005",4,6,9,11
"375006",4,6,9,11
"375007",4,6,9,11
"375008",4,6,9,11
"375010",4,6,9,11
"375011",4,6,9,11
"375013",4,6,9,11
"375014",4,6,9,11
"376004",4,6,9,11
"378002",4,6,9,11
"378003",4,6,9,11
"379001",4,6,9,11
"379002",4,6,9,11
"379003",4,6,9,11
"380001",4,6,9,11
"380002",4,6,9,11
"380003",4,6,9,11
"380004",4,6,9,11
"380005",4,6,9,11
"380006",4,6,9,11
"381002",4,6,9,11
"383001",4,6,9,11
"383003",5,7,9,11
"383004",4,7,9,11
"383005",4,6,9,11
"386014",5,7,9,11
"391002",4,6,9,11
"400006",5,7,9,11
"400008",5,7,9,11
"401019",5,7,9,11
"401021",5,7,9,11
"401023",5,7,9,11
"401026",5,7,9,11
"401029",5,7,9,11
"401032",5,7,9,11
"401035",5,7,9,11
"401036",5,7,9,11
"401042",5,7,9,11
"401046",5,7,9,11
"401047",5,7,9,11
"401048",5,7,9,11
"401050",5,7,9,11
"401051",5,7,9,11
"401053",5,7,9,11
"401055",5,7,9,11
"401056",5,7,9,11
"401057",5,7,9,11
"401058",5,7,9,11
"401059",5,7,9,11
"401063",5,7,9,11
"401064",5,7,9,11
"401065",5,7,9,11
"401066",5,7,9,11
"401067",5,7,9,11
"401069",5,7,9,11
"401070",5,7,9,11
"401071",5,7,9,11
"401072",5,7,9,11
"401073",5,7,9,11
"401074",5,7,9,11
"401075",5,7,9,11
"401076",5,7,9,11
"401077",5,7,9,11
"401078",5,7,9,11
"401081",5,7,9,11
"401083",5,7,9,11
"401085",5,7,9,11
"401086",5,7,9,11
"401087",5,7,9,11
"401090",5,7,9,11
"401092",5,7,9,11
"401094",5,7,9,11
"401095",5,7,9,11
"401096",5,7,9,11
"401097",5,7,9,11
"401098",5,7,9,11
"401099",5,7,9,11
"401100",5,7,9,11
"401102",5,7,9,11
"401106",5,7,9,11
"401108",5,7,9,11
"401110",5,7,9,11
"401111",5,7,9,11
"401112",5,7,9,11
"401113",5,7,9,11
"401116",5,7,9,11
"401117",5,7,9,11
"401118",5,7,9,11
"401119",5,7,9,11
"401121",5,7,9,11
"401125",5,7,9,11
"401130",5,7,9,11
"401137",5,7,9,11
"401140",5,7,9,11
"401141",5,7,9,11
"402004",5,7,9,11
"407002",5,7,9,11
"407003",5,7,9,11
"407004",5,7,9,11
"407005",5,7,9,11
"407007",5,7,9,11
"408002",5,7,9,11
"408003",4,6,9,11
"408005",4,6,9,11
"408006",4,6,9,11
"408007",4,6,9,11
"408010",4,6,9,11
"408011",4,6,9,11
"408012",4,6,9,11
"408014",4,6,9,11
"408016",4,6,9,11
"408017",4,6,9,11
"408018",4,6,9,11
"408019",4,6,9,11
"408020",4,6,9,11
"408021",4,6,9,11
"409003",4,6,9,11
"409008",4,7,9,11
"409009",5,6,9,11
"410001",5,7,10,11
"410002",4,7,9,11
"411002",4,6,9,11
"411003",4,6,9,11
"411004",4,6,9,11
"411005",4,6,9,11
"411006",4,6,9,11
"411007",4,7,10,11
"411008",4,6,9,11
"411011",4,6,9,11
"411012",4,6,9,11
"411013",4,6,9,11
"412001",4,7,10,11
"413002",4,6,10,11
"413006",4,6,10,11
"413008",4,6,10,11
"413009",4,6,10,11
"413010",4,6,9,11
"413011",4,6,9,11
"413012",4,6,10,11
"413013",4,6,9,11
"413014",4,6,10,11
"413015",4,6,9,11
"413016",4,6,10,11
"413017",4,6,10,11
"413018",4,6,10,11
"413019",4,6,10,11
"413020",4,6,10,11
"413021",4,6,10,11
"413022",4,6,10,11
"413023",4,6,10,11
"413024",4,6,10,11
"413025",4,6,10,11
"413026",4,6,10,11
"415004",5,7,9,11
"415005",5,7,9,11
"415008",5,7,9,11
"418006",5,7,9,11
"418007",5,7,9,11
"418008",5,7,9,11
"418009",5,7,9,11
"418010",5,7,9,11
"418011",5,7,9,11
"418012",5,7,9,11
"418013",5,7,9,11
"418014",5,7,9,11
"418015",5,7,9,11
"418017",5,7,9,11
"418020",5,7,9,11
"418021",5,7,9,11
"418023",5,7,9,11
"418024",5,7,9,11
"418026",5,7,9,11
"418027",5,7,9,11
"418028",5,7,9,11
"418029",5,7,9,11
"418030",4,6,9,11
"419001",5,7,9,11
"421001",5,7,9,11
"421005",5,7,9,11
"421006",5,7,9,11
"421008",5,7,9,11
"421010",5,7,9,11
"422006",4,6,9,11
"422007",4,6,9,11
"423021",4,6,10,11
"423022",4,6,10,11
"423023",4,6,10,11
"423024",4,6,9,11
"423028",4,6,10,11
"424001",4,6,9,11
"424002",4,6,9,11
"424003",4,6,9,11
"424004",4,6,9,11
"424005",4,6,10,11
"424006",4,6,10,11
"424007",4,6,10,11
"424008",4,6,9,11
"425001",4,6,9,11
"425002",4,6,9,11
"425003",4,6,9,11
"425004",4,6,9,11
"425006",4,6,9,11
"425007",4,6,9,11
"425008",4,6,9,11
"425009",4,6,9,11
"425010",4,6,10,11
"425011",4,6,10,11
"425012",4,6,10,11
"425013",4,6,9,11
"425014",4,6,10,11
"425015",4,6,10,11
"425016",4,6,10,11
"425018",4,6,10,11
"425019",4,6,10,11
"425020",4,6,10,11
"425021",4,6,10,11
"425022",4,6,10,11
"425023",4,6,10,11
"425024",4,6,10,11
"425025",4,6,10,11
"425026",4,6,10,11
"425027",4,6,10,11
"425028",4,6,10,11
"425029",4,6,10,11
"425030",4,6,10,11
"425031",4,6,10,11
"425033",4,6,10,11
"425034",4,6,10,11
"425035",4,6,10,11
"425036",4,6,10,11
"425037",4,6,10,11
"425039",4,6,10,11
"425040",4,6,10,11
"425041",4,6,10,11
"425042",4,6,10,11
"425043",4,6,10,11
"425044",4,6,9,11
"425045",4,6,9,11
"425046",4,6,9,11
"425047",4,6,9,11
"425048",4,6,9,11
"425049",4,6,9,11
"426001",4,6,9,11
"426003",4,6,9,11
"426004",4,6,9,11
"426005",4,6,9,11
"426006",4,6,9,11
"426007",4,6,9,11
"426008",4,6,9,11
"426010",4,6,10,11
"426012",4,6,10,11
"426013",4,6,9,11
"426014",4,6,10,11
"431001",5,7,9,11
"438002",5,7,9,11
"438003",5,7,9,11
"438015",5,7,9,11
"438017",5,7,9,11
"439009",5,7,9,11
"440006",5,7,9,11
"440009",5,7,9,11
"441001",5,7,9,11
"441003",5,7,9,11
"441004",5,7,9,11
"441006",5,6,9,11
"441007",5,7,9,11
"441008",5,6,9,11
"441009",5,6,9,11
"441010",5,6,9,11
"441012",5,7,9,11
"441013",5,6,9,11
"441014",5,6,9,11
"441015",5,7,9,11
"441016",5,6,9,11
"441017",5,7,9,11
"441018",5,6,9,11
"441019",5,6,9,11
"441020",5,7,9,11
"441021",5,6,9,11
"441022",5,6,9,11
"441023",5,7,9,11
"441024",5,7,9,11
"441026",5,7,9,11
"441027",5,7,9,11
"441028",5,6,9,11
"441029",5,7,9,11
"441030",5,6,9,11
"441031",5,7,9,11
"441032",5,7,9,11
"441033",5,6,9,11
"441034",5,7,9,11
"441035",5,6,9,11
"441036",5,7,9,11
"441037",5,6,9,11
"441038",5,7,9,11
"441039",5,6,9,11
"441040",5,7,9,11
"441042",5,7,9,11
"441043",5,7,9,11
"455009",5,7,10,11
"458002",5,7,10,11
"458003",5,7,9,11
"458007",5,7,10,11
"458013",5,7,10,11
"460001",5,7,10,11
"461008",5,7,10,11
"461012",5,7,10,11
"461014",5,7,10,11
"462001",5,7,10,11
"463010",5,7,10,11
"463011",5,7,10,11
"463013",5,7,10,11
"463015",5,7,10,11
"466005",5,7,10,11
"466008",5,7,10,11
"466019",5,7,10,11
"466022",5,7,10,11
"466031",5,7,10,11
"466051",5,7,9,11
"466056",5,7,9,11
"466061",5,7,9,11
"468010",5,7,10,11
"471012",5,7,10,11
"471018",5,7,10,11
"471019",5,7,10,11
"471020",5,7,10,11
"471021",5,7,10,11
"475001",5,7,10,11
"475002",5,7,10,11
"475008",5,7,10,11
"475010",5,7,10,11
"475012",5,7,10,11
"477003",5,7,10,11
"478001",5,7,9,11
"478002",5,7,9,11
"478006",5,7,10,11
"478008",5,7,9,11
"478012",5,7,9,11
"478013",5,7,10,11
"478015",5,7,9,11
"478017",5,7,9,11
"479001",5,7,9,11
"479002",5,7,9,11
"479003",5,7,9,11
"479004",5,7,9,11
"479005",5,7,9,11
"479006",5,7,9,11
"479007",5,7,9,11
"479008",5,7,9,11
"479009",5,7,9,11
"479010",5,7,9,11
"479011",5,7,9,11
"479012",5,7,9,11
"479013",5,7,9,11
"479014",5,7,9,11
"479015",5,7,9,11
"479017",5,7,9,11
"479018",5,7,9,11
"479019",5,7,9,11
"479020",5,7,9,11
"479021",5,7,9,11
"479022",5,7,9,11
"479024",5,7,9,11
"479025",5,7,9,11
"479026",5,7,9,11
"479027",5,7,9,11
"479028",5,7,9,11
"479029",5,7,9,11
"479030",5,7,9,11
"479031",5,7,9,11
"479032",5,7,9,11
"479033",5,7,9,11
"479034",5,7,9,11
"479035",5,7,9,11
"479036",5,7,9,11
"479037",5,7,9,11
"479038",5,7,9,11
"479039",5,7,9,11
"479040",5,7,9,11
"481001",5,7,9,11
"481002",5,7,9,11
"482001",5,7,9,11
"482002",5,7,9,11
"482003",5,7,9,11
"482004",5,7,9,11
"482005",5,7,9,11
"482007",4,6,9,11
"482008",4,6,9,11
"482009",4,6,9,11
"482010",4,6,9,11
"482011",4,6,9,11
"482013",4,6,9,11
"482014",4,6,9,11
"482015",4,6,9,11
"482017",4,6,9,11
"482018",4,6,9,11
"482019",4,6,10,11
"482020",4,6,9,11
"482021",4,6,10,11
"482022",4,6,9,11
"482023",4,6,9,11
"482024",4,6,9,11
"482025",4,6,9,11
"482026",4,6,9,11
"482027",4,6,9,11
"482028",4,6,9,11
"482029",4,6,9,11
"482030",4,6,9,11
"482031",4,6,9,11
"482032",4,6,9,11
"482033",4,6,9,11
"482034",4,6,9,11
"483001",4,6,9,11
"483002",4,6,9,11
"483003",4,6,9,11
"483004",4,6,9,11
"483005",4,6,9,11
"483006",4,6,10,11
"483007",4,6,10,11
"483008",4,6,10,11
"483009",4,6,10,11
"483010",4,6,10,11
"483011",4,6,10,11
"483012",4,6,10,11
"483013",4,6,10,11
"483014",4,6,10,11
"483015",4,6,10,11
"483016",4,6,10,11
"483017",4,6,10,11
"483018",4,6,10,11
"483019",4,6,10,11
"483020",4,6,10,11
"483021",4,6,10,11
"483022",4,6,10,11
"483023",4,6,10,11
"483024",4,6,10,11
"483025",4,6,10,11
"483026",4,6,10,11
"483027",4,6,10,11
"483029",4,6,10,11
"483030",4,6,10,11
"483031",4,6,10,11
"483032",4,6,9,11
"483033",4,6,9,11
"483034",4,6,9,11
"483035",4,6,10,11
"483036",4,6,10,11
"483037",4,6,10,11
"484001",5,7,9,11
"484002",5,7,9,11
"484003",5,7,9,11
"484004",5,7,9,11
"484005",5,7,9,11
"484011",5,7,9,11
"485001",5,7,9,11
"485003",5,7,9,11
"485006",5,7,9,11
"485007",5,7,10,11
"485014",5,7,9,11
"485016",5,7,10,11
"485017",5,7,9,11
"486004",5,7,9,11
"486009",5,7,9,11
"486010",5,7,9,11
"486011",5,7,9,11
"486020",5,7,9,11
"486023",5,7,9,11
"486024",5,7,9,11
"486025",5,7,9,11
"486026",5,7,9,11
"486029",5,7,9,11
"486030",4,6,9,11
"487007",5,7,9,11
"487009",5,7,9,11
"487010",5,7,9,11
"487011",5,7,9,11
"487012",5,7,9,11
"487013",5,7,9,11
"487014",5,7,9,11
"487015",5,7,9,11
"487016",5,7,9,11
"487017",5,7,9,11
"487018",5,7,9,11
"487019",5,7,9,11
"487020",5,7,9,11
"487021",5,7,9,11
"487022",5,7,9,11
"487023",5,7,9,11
"488013",5,7,9,11
"488015",4,6,10,11
"488016",4,6,10,11
"488017",4,6,10,11
"489014",4,7,9,11
"489018",4,7,9,11
"489019",4,6,9,11
"489025",4,6,10,11
"490002",5,7,9,11
"490004",4,7,9,11
"490006",4,7,9,11
"490007",4,7,9,11
"490008",4,6,9,11
"493001",5,7,9,11
"493002",5,7,9,11
"493003",5,7,9,11
"493004",5,7,9,11
"493005",4,6,9,11
"493006",4,6,9,11
"493007",4,6,9,11
"493008",4,6,9,11
"493009",4,6,9,11
"493010",4,6,9,11
"493013",4,6,10,11
"493014",4,6,10,11
"493015",4,6,10,11
"494001",4,6,9,11
"494002",4,6,10,11
"494003",4,6,10,11
"494004",4,6,10,11
"494005",4,6,10,11
"494007",4,6,10,11
"494008",4,6,10,11
"495001",4,6,10,11
"495002",4,6,10,11
"495003",4,6,10,11
"495004",4,6,10,11
"495006",4,6,10,11
"495008",4,6,10,11
"496001",4,7,10,11
"496002",4,7,10,11
"496003",4,7,10,11
"496004",4,6,10,11
"496005",4,7,10,11
"496006",4,6,10,11
"496007",4,6,10,11
"496008",4,7,10,11
"496009",4,6,10,11
"496010",4,6,10,11
"496011",4,6,10,11
"496012",4,7,10,11
"496013",4,6,10,11
"496014",4,6,10,11
"496015",4,7,10,11
"496016",4,7,10,11
"496018",4,7,10,11
"497002",4,6,10,11
"497003",4,6,10,11
"497004",4,6,10,11
"497009",4,6,10,11
"497010",4,6,10,11
"497015",4,6,10,11
"498001",4,7,10,11
"498002",4,7,10,11
"498004",4,7,10,11
"498005",4,7,10,11
"499001",4,6,10,11
"499003",4,6,10,11
"499004",4,6,10,11
"499005",4,6,10,11
"499015",4,6,10,11
"499016",4,6,10,11
"499017",4,6,10,11
"499020",4,6,10,11
"499021",4,6,10,11
"500001",5,7,10,11
"500003",5,7,10,11
"500005",5,7,10,11
"500006",5,7,10,11
"500007",5,7,10,11
"500008",5,7,10,11
"500010",5,7,10,11
"500012",5,7,10,11
"500013",5,7,10,11
"500014",5,7,10,11
"500015",5,7,10,11
"500016",5,7,10,11
"500018",5,7,10,11
"500021",5,7,10,11
"500022",5,7,10,11
"500023",4,6,10,11
"500024",5,7,10,11
"500025",5,7,10,11
"500026",5,7,10,11
"500027",5,7,10,11
"500028",5,7,10,11
"500033",4,7,10,11
"500034",5,7,10,11
"500035",4,7,10,11
"500037",4,7,10,11
"500038",4,7,10,11
"501001",5,7,10,11
"501002",5,7,10,11
"501003",5,7,10,11
"501007",5,7,10,11
"501008",5,7,10,11
"501013",5,7,10,11
"501014",5,7,10,11
"501015",5,7,10,11
"501016",5,7,10,11
"502001",4,6,10,11
"502002",4,6,10,11
"502003",4,6,10,11
"502004",4,6,10,11
"502005",4,6,10,11
"502007",4,6,10,11
"502014",4,6,10,11
"502015",4,6,10,11
"502019",4,6,10,11
"502023",4,6,10,11
"502026",4,6,10,11
"502027",4,6,10,11
"502028",4,6,10,11
"502030",4,6,10,11
"502031",4,6,10,11
"502032",4,6,10,11
"503001",4,6,10,11
"503002",4,6,10,11
"503003",4,6,10,11
"503004",4,6,10,11
"503006",4,6,10,11
"503007",4,6,10,11
"503008",4,6,10,11
"503009",4,6,10,11
"503010",4,6,10,11
"503011",5,7,10,11
"503012",4,6,10,11
"503013",4,6,10,11
"503015",4,7,10,11
"503016",4,7,10,11
"503017",4,6,10,11
"503020",4,7,10,11
"503022",4,6,10,11
"503024",4,7,10,11
"503026",4,7,10,11
"503033",4,7,10,11
"503035",4,7,10,11
"503036",4,6,10,11
"503037",4,7,10,11
"503040",4,6,10,11
"503044",4,7,10,11
"504001",5,7,10,11
"504002",5,7,10,11
"504004",4,7,10,11
"504005",4,7,10,11
"504006",4,7,10,11
"504007",4,7,10,11
"504008",5,7,10,11
"504010",4,7,10,11
"504011",4,7,10,11
"504013",4,7,10,11
"504014",4,7,10,11
"504015",4,7,10,11
"504016",4,7,10,11
"504017",4,7,10,11
"504018",4,7,10,11
"504019",4,7,10,11
"504020",4,7,10,11
"504021",4,7,10,11
"504022",4,7,10,11
"504023",4,7,10,11
"504024",4,7,10,11
"504025",4,7,10,11
"504026",4,7,10,11
"504027",4,7,10,11
"504029",4,7,10,11
"504030",4,7,10,11
"504031",4,7,10,11
"504032",5,7,10,11
"504033",5,7,10,11
"504034",4,7,10,11
"504035",5,7,10,11
"504036",4,7,10,11
"504037",4,7,10,11
"504038",5,7,10,11
"504039",4,7,10,11
"504040",4,7,10,11
"504041",4,7,10,11
"504042",4,7,10,11
"504043",4,7,10,11
"504044",4,7,10,11
"504045",4,7,10,11
"504046",4,7,10,11
"505001",4,6,10,11
"505002",4,6,10,11
"505003",4,6,10,11
"505004",4,6,10,11
"505005",4,6,10,11
"505009",4,6,10,11
"505010",4,6,10,11
"505011",4,6,10,11
"505012",4,6,10,11
"505013",4,6,10,11
"505014",4,6,10,11
"506001",4,6,10,11
"506002",4,6,10,11
"506003",4,6,10,11
"506005",4,6,10,11
"506007",4,6,10,11
"506008",4,6,10,11
"506009",4,6,10,11
"506010",4,6,10,11
"506012",4,6,10,11
"507001",4,7,10,11
"507002",4,7,10,11
"507003",4,7,10,11
"507004",4,7,10,11
"507005",4,7,10,11
"507006",4,6,10,11
"507007",4,6,10,11
"507008",4,7,10,11
"507009",4,6,10,11
"507010",4,6,10,11
"507012",4,7,10,11
"507014",4,6,10,11
"507015",4,7,10,11
"507016",4,6,10,11
"507017",4,7,10,11
"507019",4,7,10,11
"507020",4,7,10,11
"507021",4,7,10,11
"507024",4,7,10,11
"507025",4,7,10,11
"507026",4,7,10,11
"507027",4,7,10,11
"507028",4,7,10,11
"507029",4,7,10,11
"507031",4,7,10,11
"507032",4,7,10,11
"507035",4,7,10,11
"507036",4,7,10,11
"507037",4,7,10,11
"508003",4,7,10,11
"508004",4,7,10,11
"508011",4,6,10,11
"508013",4,6,10,11
"508014",4,6,10,11
"508017",4,7,10,11
"509001",4,7,10,11
"509002",4,7,10,11
"509003",4,7,10,11
"509004",4,7,10,11
"510001",4,6,10,11
"510006",4,7,10,11
"510007",4,7,10,11
"511001",4,7,10,11
"511006",4,7,10,11
"512001",4,6,10,11
"512002",4,7,10,11
"512003",4,6,10,11
"512004",4,6,10,11
"513001",4,7,10,11
"513002",4,7,10,11
"513004",4,6,10,11
"513006",4,7,10,11
"513008",4,6,10,11
"513009",4,7,10,11
"513011",4,7,10,11
"513012",4,7,10,11
"513013",4,7,10,11
"514001",4,6,10,11
"516001",5,7,10,11
"516004",5,7,10,11
"516011",5,7,10,11
"516014",5,7,10,11
"516019",5,7,10,11
"516038",4,7,10,11
"516045",4,7,10,11
"516046",4,7,10,11
"516051",4,7,10,11
"516052",4,7,10,11
"516053",4,7,10,11
"516056",4,7,10,11
"516057",4,6,10,11
"516059",4,7,10,11
"516061",4,7,10,11
"516063",4,7,10,11
"516068",4,7,10,11
"517001",4,7,10,11
"517003",4,7,10,11
"517004",4,7,10,11
"517005",4,6,10,11
"517006",4,7,10,11
"517007",4,6,10,11
"517008",4,7,10,11
"517009",4,6,10,11
"517010",4,6,10,11
"517012",4,6,10,11
"517014",4,7,10,11
"517015",4,7,10,11
"518001",4,7,10,11
"518002",4,7,10,11
"518003",4,7,10,11
"518004",4,7,10,11
"518005",4,7,10,11
"518006",4,7,10,11
"518007",4,7,10,11
"518008",4,7,10,11
"518009",4,7,10,11
"518010",4,7,10,11
"518011",4,7,10,11
"518012",4,6,10,11
"518013",4,6,10,11
"518014",4,7,10,11
"518015",4,7,10,11
"518016",4,7,10,11
"518017",4,7,10,11
"518018",4,7,10,11
"519004",4,7,10,11
"519012",4,7,10,11
"520001",4,6,10,11
"520002",4,7,10,11
"520003",4,6,10,11
"520005",4,6,10,11
"520006",4,7,10,11
"521008",5,7,10,11
"521009",5,7,10,11
"522001",5,7,10,11
"522002",5,7,10,11
"522007",5,7,10,11
"522011",5,7,10,11
"522012",5,7,10,11
"522013",5,7,10,11
"522014",5,7,10,11
"522016",5,7,10,11
"522018",5,7,10,11
"522020",5,7,10,11
"522021",5,7,10,11
"522023",5,7,10,11
"523003",5,7,10,11
"523004",5,7,10,11
"523007",5,7,10,11
"523008",5,7,10,11
"523010",5,7,10,11
"523011",5,7,10,11
"523012",5,7,10,11
"523014",5,7,10,11
"523015",5,7,10,11
"523018",5,7,10,11
"523019",5,7,10,11
"523020",5,7,10,11
"523022",5,7,10,11
"523025",5,7,10,11
"523028",5,7,10,11
"523030",5,7,10,11
"523031",5,7,10,11
"523033",5,7,10,11
"523035",5,7,10,11
"523038",5,7,10,11
"524001",5,7,10,11
"524002",5,7,10,11
"525001",5,7,10,11
"525003",5,7,10,11
"525004",5,7,10,11
"525005",5,7,10,11
"525007",5,7,10,11
"525008",5,7,10,11
"525009",5,7,10,11
"525010",5,7,10,11
"525011",5,7,10,11
"527001",5,7,10,11
"527002",5,7,10,11
"527003",5,7,10,11
"527004",5,7,10,11
"527006",5,7,10,11
"527007",4,7,10,11
"527008",4,7,10,11
"527010",4,7,10,11
"528001",4,7,10,11
"528002",4,7,10,11
"528003",4,7,10,11
"528004",4,7,10,11
"528006",4,7,10,11
"528007",4,7,10,11
"528008",4,7,10,11
"528009",4,7,10,11
"528010",4,7,10,11
"528012",4,7,10,11
"528013",4,7,10,11
"528014",4,7,10,11
"529006",5,7,10,11
"529007",5,7,10,11
"529008",5,7,10,11
"529010",5,7,10,11
"530001",4,7,10,11
"530002",4,7,10,11
"530004",4,7,10,11
"530007",4,7,10,11
"531001",4,7,10,11
"531002",4,7,10,11
"531004",4,7,10,11
"531006",5,7,10,11
"531007",4,7,10,11
"531008",4,7,10,11
"531009",4,7,10,11
"531011",4,7,10,11
"531018",4,7,10,11
"531019",4,7,10,11
"531021",4,6,10,11
"534001",5,7,10,11
"534002",5,7,10,11
"534003",5,7,10,11
"534004",5,7,10,11
"534005",5,7,10,11
"534009",5,7,10,11
"534010",5,7,10,11
"535001",5,7,10,11
"536001",5,7,10,11
"536002",5,7,10,11
"536003",5,7,10,11
"536004",5,7,10,11
"536005",5,7,10,11
"536006",5,7,10,11
"536007",5,7,10,11
"536008",5,7,10,11
"536009",5,7,10,11
"536010",5,7,10,11
"536011",5,7,10,11
"536012",5,7,10,11
"536013",5,7,10,11
"536014",5,7,10,11
"536015",5,7,10,11
"536016",5,7,10,11
"537001",5,7,10,11
"537002",5,7,10,11
"537003",5,7,10,11
"537004",5,7,10,11
"537005",5,7,10,11
"538001",5,7,10,11
"539004",5,7,10,11
"539005",5,7,10,11
"539006",5,7,10,11
"539008",5,7,10,11
"540001",5,7,9,11
"540002",5,7,9,11
"540003",5,7,9,11
"540004",5,7,9,11
"540005",5,7,9,11
"540006",5,7,9,11
"540007",4,6,9,11
"540008",4,6,9,11
"540009",4,6,9,11
"540010",4,6,9,11
"540011",4,6,9,11
"540012",4,6,9,11
"540014",4,6,9,11
"540015",4,6,9,11
"540016",4,6,9,11
"540017",4,6,9,11
"540018",4,6,9,11
"540019",4,6,9,11
"540020",4,6,9,11
"540021",4,6,9,11
"540022",4,6,10,11
"540023",4,6,9,11
"540024",4,6,9,11
"540025",4,6,9,11
"540027",4,6,9,11
"540028",4,6,9,11
"540029",4,6,9,11
"540030",4,6,9,11
"540031",4,6,10,11
"540032",4,6,10,11
"540033",4,6,9,11
"540034",4,6,9,11
"540035",4,6,10,11
"540036",4,6,9,11
"540037",4,6,10,11
"540039",4,6,10,11
"540040",4,6,10,11
"540041",4,6,10,11
"540042",4,6,10,11
"540043",4,6,9,11
"540044",4,6,10,11
"540045",4,6,10,11
"540046",4,6,10,11
"540047",4,6,10,11
"540048",4,6,10,11
"540049",4,6,10,11
"540050",4,6,10,11
"540051",4,6,10,11
"540052",4,6,10,11
"540053",4,6,10,11
"540054",4,6,10,11
"540055",4,6,10,11
"540056",4,6,10,11
"540057",4,6,10,11
"540058",4,6,10,11
"540059",4,6,10,11
"540060",4,6,10,11
"540061",4,6,10,11
"540062",4,6,10,11
"540063",4,6,10,11
"540064",4,6,10,11
